,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,A,B,C,D,E,F,G,klasa
20,20,20,20,20,-17.382104446568192,-58.02433057537597,27.03924106904337,172.15721342558342,-57.40180873900283,114.09252504071648,-125.50792972838192,3
21,21,21,21,21,-109.82498374234147,-14.72954123393536,-285.3457698258211,410.24698652706473,-544.0304930041265,56.30295743429697,-318.8570125015619,1
22,22,22,22,22,-60.126868830022424,-17.676890641885265,306.5478190539556,243.547164380836,351.979733323362,51.871636267871466,-262.9646984211637,2
23,23,23,23,23,-77.5938947376258,-25.63600629064577,-237.46922107795928,17.337020906675633,-531.2852377033049,122.48055728824612,-318.3399508045817,1
24,24,24,24,24,-70.04036821645715,15.048493652511835,190.9336723721027,307.6052187129773,-524.0178457287136,185.4258091279225,-318.19526685098134,4
25,25,25,25,25,-89.74116708099396,-11.30242855649977,-279.2056264324538,350.9458332569104,-585.7038765613895,37.265781663517146,-302.9868959057484,1
26,26,26,26,26,-64.55338660077996,59.840915876259785,155.46115459184392,76.10575753810302,-292.3497178500735,-3.785034064996012,-291.10598269997706,0
27,27,27,27,27,-31.964819893292013,25.73076727140247,164.36761412334857,58.843130907389046,-557.3303565468631,58.78168125217516,-323.86769508959287,4
28,28,28,28,28,-83.36676014935517,-48.25201895885175,-28.83499606857626,80.61133712101966,-42.843934992013885,55.605061099995744,-131.39495722287953,3
29,29,29,29,29,-46.515671679336215,-13.241022757692795,225.39595409905726,176.9939881230418,345.21375695541235,90.19989648290516,-249.23226039196305,2
30,30,30,30,30,-85.97584794847168,-8.669619280767158,-280.7411399811777,99.1315995483917,-534.5411846336808,-34.12235191786303,-314.3840310720788,1
31,31,31,31,31,-56.961145320058314,22.471271283234874,205.70580030850812,376.712261661524,-488.05457359953346,144.3621396454873,-348.7591093389907,4
32,32,32,32,32,-58.544833899410676,-58.38774913019385,-30.697721963509522,80.41541183574867,-51.63492772817168,160.5577097596789,-136.43565050934365,3
33,33,33,33,33,-61.06239926551496,19.751698690200136,172.6834821804478,271.8012451939422,-475.4242005278458,28.894288233573853,-328.41050352169265,4
34,34,34,34,34,-39.06690575419857,49.83797861616618,231.41125735286786,50.135009880264356,-273.46872400587057,31.508972176183768,-303.99949967860863,0
35,35,35,35,35,-59.92620022109619,-17.647103529956727,-165.39154948268174,352.8094479895305,-495.6972738188333,111.43999752211776,-326.9948730416107,1
36,36,36,36,36,-71.13955359231683,34.184033561988755,387.8016602453415,131.87837179091386,-183.9998860938126,81.05284135566862,-322.0312212023792,0
37,37,37,37,37,-27.179857384004173,-14.138170961506288,-195.32170805446086,377.9145353229174,-503.3951799758657,64.05408290377011,-341.7503863829056,1
38,38,38,38,38,-64.43381438909822,46.00030147438946,289.56935900081294,371.7264265013048,-217.66848661523284,43.634157986535946,-284.3717593104576,0
39,39,39,39,39,-80.17390209027809,53.75254929180056,223.2244413730476,513.8898094877205,-246.6283301944442,39.17436238971058,-304.8444854331304,0
40,40,40,40,40,-36.825128597220186,-7.914853061641601,-284.19133135485333,497.6678747268419,-522.3639212839306,113.88965720587078,-315.99081166080447,1
41,41,41,41,41,-76.39403438215419,-9.883384372142883,-252.06193127738305,486.2972439419939,-567.2635858694616,110.98175280607336,-322.1581408386934,1
42,42,42,42,42,-32.39408478937919,-50.327299796948175,-101.31834812870359,389.22390985125503,-60.808647709671725,45.614946201602315,-117.7584283414235,3
43,43,43,43,43,-58.76347776274625,-16.577586707415833,266.87688063790256,20.471485106182946,367.7282259228879,67.94115812374828,-267.69361607073216,2
44,44,44,44,44,-49.848965288842535,-26.111137961452464,162.66492476759385,105.75500113136627,274.5828610870533,45.77327371803617,-238.553751952115,2
45,45,45,45,45,-72.22279713112331,-9.291488041989085,-277.5863903395198,7.896182475794772,-569.0678150452272,116.20480017795565,-327.07856674334414,1
46,46,46,46,46,-92.0217634052096,-18.75836383523123,-247.93512987810143,129.08475621107036,-554.0386271413083,103.13344365249505,-324.1795825639375,1
47,47,47,47,47,-75.34510186443397,-14.956839354238248,-219.3785367147992,398.11150073101936,-536.9409526992863,51.958708920910155,-315.0747506866627,1
48,48,48,48,48,-15.04136278994068,50.5937982422637,273.6608554949469,403.88887457392883,-189.883126262579,116.93826293117635,-304.0260747794214,0
49,49,49,49,49,-30.138520931533023,-48.49632829931952,28.24526269540127,202.21727498860665,-15.011742476300952,47.63225710454262,-150.82686730462,3
50,50,50,50,50,-17.918397068293842,-56.854822059308795,-35.1824844825031,251.24906082750545,-36.88097766661804,78.25774542370813,-156.01644038688775,3
51,51,51,51,51,-51.43129382141904,-59.45751639114397,-68.2220915174841,316.0575472667496,-83.29077523336011,98.2804436620063,-154.47680343996558,3
52,52,52,52,52,-72.2225014525571,15.021620114865403,141.0387113418475,526.5683179501881,-514.8064993613266,-14.294959297579114,-321.2392911496469,4
53,53,53,53,53,-72.34746696258692,-5.493454143900038,-240.9379599988097,488.00779741450754,-537.0932763190142,8.632226044818538,-319.03346796482674,1
54,54,54,54,54,-68.09533196285676,-57.415044984904306,-16.002332699149214,447.1925466376618,-34.530012183923446,46.42271517675182,-122.43617264590077,3
55,55,55,55,55,-85.84507934144423,54.20282027402482,274.6859188797521,463.8639923103192,-236.19291054696603,99.51176516142704,-289.18166732795936,0
56,56,56,56,56,-84.67272023037978,-11.450256146834988,-226.69521312170457,283.335800438624,-535.2254830033505,51.359860871082404,-329.5726946190065,1
57,57,57,57,57,-35.18242117039917,-27.272248667507768,290.40200050132626,123.66068192540509,351.494686792881,181.46750829779012,-264.731743675691,2
58,58,58,58,58,-71.62556589732084,-15.357149636029805,-257.5621406733482,474.0081072856323,-559.0641261835755,193.5339200065459,-311.8838284832378,1
59,59,59,59,59,-70.38475647543947,27.255076128997736,141.55993900850854,229.75659027947705,-538.873059586708,27.46084336098375,-324.8752834603589,4
60,60,60,60,60,-96.5135068564789,57.77557272827326,243.73617911566052,249.89725992620663,-236.7044967432361,127.6413925740828,-297.23529891654664,0
61,61,61,61,61,-89.7448696868897,-7.4350128273762195,-259.43073657121363,30.543966383299217,-519.5727421210605,93.5277909481592,-305.91568869374424,1
62,62,62,62,62,-95.15880822620943,27.8209328261093,102.58946248437336,154.97586393366828,-548.4527821919867,56.197161669541295,-327.06723709050027,4
63,63,63,63,63,-30.295356789594887,26.40963478604333,233.57797998610928,126.95315550252985,-494.02954868352487,213.071707314061,-302.0295327795656,4
64,64,64,64,64,-57.91806067826882,-24.93368907032493,213.29320742440441,410.6311730522682,314.01845714860013,37.45040774761489,-241.98185877334927,2
65,65,65,65,65,-36.7471984798727,-13.539248994885249,-219.7179541477109,202.44992820608718,-519.9886426429132,307.98992770735987,-299.0115456311952,1
66,66,66,66,66,-33.76931963714725,59.425154732896225,299.6481118232499,59.77659736064987,-197.57667706169545,203.44665251573932,-301.5714597262405,0
67,67,67,67,67,-98.90591142160322,-26.451247794288967,283.90995225745337,355.1732647935338,341.82178314020354,67.05948746635414,-257.58381575816225,2
68,68,68,68,68,,-65.38468417866737,-58.03286459627578,382.5547257558836,-66.1857614518031,98.16837646278685,-135.6503633876343,3
69,69,69,69,69,-84.79512956779986,43.41588380001118,247.995712848518,90.55977126473343,-234.75694105185585,63.05027465176442,-294.2756338514968,0
70,70,70,70,70,-85.51149195586876,9.237472514046964,279.62549245850374,432.8901690152115,-460.7628140152604,4.7941000244215095,-348.31231978470674,4
71,71,71,71,71,-79.38901923784508,-13.06105546221471,-207.236555434118,300.075865003462,-485.22659320332826,125.86922103067677,-312.9864391270865,1
72,72,72,72,72,-89.9587555146023,-33.11038519262327,192.5293672368241,469.08718529296607,285.86068677147074,72.48849105798693,-239.9165304871469,2
73,73,73,73,73,-78.4091938646568,-15.026201605906422,230.10410905307202,301.4437342831248,324.21425036563323,38.97845360708283,-243.04369099790046,2
74,74,74,74,74,-54.59153830690232,47.36975215888095,189.55049171627442,424.2774266497862,-239.8421281756226,23.556916149228567,-274.59721941101674,0
75,75,75,75,75,-97.6895864749462,28.114383206380104,155.085839596791,332.3859854198186,-518.875319335883,88.59140838163056,-303.11939600488495,4
76,76,76,76,76,-88.73755417594204,-19.43887703701937,-255.28816398524705,196.3324103597387,-540.5822404540803,64.1964631478323,-312.247278502895,1
77,77,77,77,77,-84.94094593962038,34.426363948548996,168.41452506553563,341.32668085669684,-535.4235304134753,120.88695106840252,-305.2109945123599,4
78,78,78,78,78,-54.37807111887357,-21.339248284151296,261.63551626292724,211.3331962192786,347.11775250845045,272.10999107725536,-259.9301949524364,2
79,79,79,79,79,-45.733107534162514,-15.300593150483591,-241.72659557433656,85.7281788741908,-543.3200788480092,133.24312589398323,-326.89689530445565,1
80,80,80,80,80,-70.47357757428075,-16.981490790790186,265.9893163137009,212.38287583123923,371.82113283512086,20.22958307827055,-251.49955233818642,2
81,81,81,81,81,-32.07149728207526,-45.39058929756179,-8.156582970931929,268.1789917763765,-30.003984847616486,83.0851663000562,-147.39857107508863,3
82,82,82,82,82,-51.68905700830472,-28.836411344778384,208.65444803968498,295.5695612489195,284.19231133527853,41.94829408033357,-249.61744568426082,2
83,83,83,83,83,-92.90012404833763,34.88419411849392,168.3985983128633,167.28607443607137,-566.4948218260769,-15.344828011522875,-325.99156165243727,4
84,84,84,84,84,-56.90599078728242,55.89671254131716,290.53607054793144,367.06725619988543,-283.7669480503116,193.8098196588845,-303.4150599212194,0
85,85,85,85,85,-56.7263789667831,50.078737514560096,300.6291492404239,254.45495930111562,-240.90414933047558,64.31703256574096,-294.78153249138217,0
86,86,86,86,86,-47.98902644650773,50.981781144084025,243.29982105162568,31.155716368692797,-256.70554455918744,185.530862359149,-300.0673452443515,0
87,87,87,87,87,-20.689049425689536,-43.93592435831246,-6.374145432675313,253.59255769107708,-50.28654136688508,86.12045502590338,-152.29786588441192,3
88,88,88,88,88,-75.85073411130848,22.691574831284303,165.26593772175792,139.62730794468908,-525.2134244447423,112.35504587364241,-341.0184420093565,4
89,89,89,89,89,-115.44903975146991,23.362975672864533,156.54287774278725,404.12562167059235,-548.0565471559123,58.82025218533281,-331.0667689192903,4
90,90,90,90,90,-44.75050267056881,-50.6834009642453,-96.73742662789192,56.16925616490379,-83.00692520147426,30.092310574423703,-124.76836980435513,3
91,91,91,91,91,-74.99169354309007,-51.902763364605256,-57.65778927027944,128.6423557435977,-69.83464834172315,55.28471754302009,-132.37384909720294,3
92,92,92,92,92,-61.24516245307702,-25.03231969161088,133.8846820573835,88.09079725015438,266.51594890884513,110.60529749796332,-252.2557609367392,2
93,93,93,93,93,-62.12003020351003,-18.39177709836321,237.2997852718919,140.60951979539436,340.1809497139968,65.58273048509993,-257.611215858926,2
94,94,94,94,94,-70.39630823373113,46.613692420993424,286.8906971015707,199.42748445929328,-225.3952292719257,45.98224916122689,-293.93697938960685,0
95,95,95,95,95,-35.77805667185619,30.85551963030757,186.0320068734956,371.9452820330091,-486.80240109204004,66.85395420242189,-319.18026264128866,4
96,96,96,96,96,-89.4634781151629,57.21935272710346,185.01671684702404,354.9123869900953,-258.1835164730311,113.37300164372368,-297.1699269075424,0
97,97,97,97,97,-42.246711373176616,-53.53726926040732,-72.22329584334018,415.38931364382574,-96.57584542747757,70.7812405509075,-121.96589339921893,3
98,98,98,98,98,-73.26622560362811,-21.986869145557648,270.012610446984,31.48428323704493,343.0984593139184,183.8003896379377,-269.7423454450821,2
99,99,99,99,99,-59.967524872899205,-20.501628027042226,262.0446522617055,475.4302167610003,372.43086486224524,141.19898400038704,-251.84471088504387,2
100,100,100,100,100,-64.22006744334337,34.572175752192976,167.92129613319574,512.3004776474809,-557.0221131242502,98.49914020546696,-310.13358572970674,4
101,101,101,101,101,-85.28502754960783,-58.576258306593196,-82.05160158116368,189.64496867842854,-114.3811491045578,-13.11633642114927,-125.73480640476988,3
102,102,102,102,102,-41.03465213978456,-57.08850808129265,-66.48416520850199,296.1944776872448,-46.45019199943184,69.1102848462905,-131.03099867027296,3
103,103,103,103,103,-72.91629450797387,-18.28181766105524,-212.1758623621463,161.0558693017536,-497.0740188472155,29.605995036513377,-316.90760334136013,1
104,104,104,104,104,-72.19729106650941,-22.917196077939852,-278.12722917444717,469.9774702182184,-589.9779892388659,35.60690957989856,-310.9975302870343,1
105,105,105,105,105,-76.19087111502095,61.12274550453107,315.65122660519495,476.599084655531,-212.29182501527816,111.21901068305228,-315.07329569172435,0
106,106,106,106,106,-74.53068416360105,-11.142096724143665,-208.12832827258597,292.041737356633,-505.4679773841065,57.26608846373652,-315.47486141078167,1
107,107,107,107,107,-69.59734440090142,-11.325039617552536,-269.99775469723005,461.95728006793746,-565.0533427286783,227.2186369590351,-302.62384597769926,1
108,108,108,108,108,-73.48628657359977,-56.75335279689867,-77.19556788913468,340.21888290881583,-92.58268062811241,16.80878589435838,-123.77393324157735,3
109,109,109,109,109,-86.81390351313809,-10.465021567727119,-252.3809071221128,110.5653171527398,-547.3150962444047,-59.555515530176194,-331.86362687661995,1
110,110,110,110,110,-55.3459934694331,-54.467113910551134,-12.201586781460788,372.30069031716056,-70.09764626030969,235.98588498474862,-130.84787625546394,3
111,111,111,111,111,-52.495226959673516,-47.32043504942048,-6.2964588593302935,517.6863777795493,-50.38219254812975,215.481756050976,-137.17650335770216,3
112,112,112,112,112,-36.10481231325028,-7.445344496803613,-281.50858946053575,300.97553467939025,-533.8808491139047,143.52936201068331,-332.3369004612441,1
113,113,113,113,113,-60.72954006329857,-55.08442808510407,-20.944204020166627,256.3118484702856,-59.537033950840645,237.4527228279913,-126.72002772848688,3
114,114,114,114,114,-63.70977170942419,-19.907238515530587,-241.10656055286185,411.9708137380535,-517.572283716758,33.60043953486621,-329.5046082878623,1
115,115,115,115,115,-10.47720342825695,-16.75672211339542,203.9098835395966,432.00858692128327,288.23784198244016,142.87946686684728,-248.0611210973049,2
116,116,116,116,116,-87.36661113415725,-15.69595128372493,-242.42550412538014,521.3837865108885,-499.62325502095734,50.58003588143762,-326.18199264214644,1
117,117,117,117,117,-87.31160941426565,39.11744318653113,274.1210854222972,99.13741200850477,-240.91438202024932,42.296980494097625,-313.78552855144727,0
118,118,118,118,118,-28.83638000913694,27.386869223346945,243.2310576646649,350.11106042387587,-476.48639959868444,122.29877340201445,-298.55259750311944,4
119,119,119,119,119,-60.53509384290339,-51.230558071057644,-63.13397810732326,230.4027013617416,-89.63548829344109,64.77717779587384,-121.66021555174757,3
120,120,120,120,120,-75.37977527659147,-64.46433145285528,-89.52678643288185,263.88207475448655,-57.63917919299925,75.27080902992408,-137.0726127503627,3
121,121,121,121,121,-60.53923416902021,-20.08289475811967,165.22540353313425,122.35346075329542,270.29885051716826,55.58100508594313,-266.9712892538585,2
122,122,122,122,122,-76.96924520240164,47.865885547462995,329.3302660974483,468.58151311480873,-189.642160590836,107.86978205428377,-313.36578819734973,0
123,123,123,123,123,-34.49332951160337,29.13768467987125,212.98025077780903,85.928888881842,-531.4861291582511,87.97651269342819,-322.24451941399593,4
124,124,124,124,124,-36.58676983788104,-32.57702872705596,346.5559142415676,193.98054900718742,337.1234146747339,201.29841450518467,-264.53365163267125,2
125,125,125,125,125,-86.34097616825329,-10.609056890295328,-206.7554368324521,57.747201550288,-466.2830955177262,115.91812734943231,-331.39686814155937,1
126,126,126,126,126,-32.27861070429063,-17.01326358703615,225.31951017097805,379.408168386744,253.4157653958771,-2.9315766725954404,-249.25773639718207,2
127,127,127,127,127,-61.095515266388006,4.397510903284335,-277.86441375590323,125.42062687661252,-545.6014988250056,151.63715183009498,-305.2466370514258,1
128,128,128,128,128,-93.34799024239024,-50.017010321347215,-18.137461570579134,291.13507909625383,-57.271242967946904,-36.05805273353633,-145.17128792127994,3
129,129,129,129,129,-80.98186912644493,17.981987689870692,184.45528986205483,278.1628997123553,-504.3296945683276,103.91259090702032,-343.2040166565885,4
130,130,130,130,130,-85.02774645501549,9.812450087937744,196.10451256001832,342.79813557836644,-462.4114957306039,57.69652041230629,-325.99071421593595,4
131,131,131,131,131,-78.65818562925216,-14.297081974826384,286.95358007747524,388.0285079322914,362.3146534329738,51.541673548368045,-247.72618218183825,2
132,132,132,132,132,-58.05928328459935,56.55047138983954,288.55830757060374,293.0940691038444,-270.5622972973655,203.12871823655064,-293.2418149625653,0
133,133,133,133,133,-61.34287323494119,29.68224765540161,184.3613988014088,461.2691466717524,-569.4960250517718,154.2404136410527,-327.92156800056813,4
134,134,134,134,134,-52.354665563510544,49.03434601121456,295.32142811222974,33.757585794399546,-199.5512681775109,136.18301843608901,-308.465674495783,0
135,135,135,135,135,-98.67606080368802,-21.205187288537022,197.92724285916626,23.27858826512557,285.32060668525344,-2.3422438657663065,-269.20552942622805,2
136,136,136,136,136,-82.32206364050852,47.82104333854058,299.00470182689287,339.7717538348012,-204.82999029514485,74.35910990011224,-310.6700277174872,0
137,137,137,137,137,,-52.44417472288785,-41.67586145905774,211.8696254753626,-106.30338210687825,52.50359302799801,-126.49517127287571,3
138,138,138,138,138,-72.54797586943678,-15.510069064014877,162.95118842923887,421.9573024769389,281.6652708591709,153.86237681292513,-233.58045368777786,2
139,139,139,139,139,-37.99539786530907,-18.002255653601352,229.0980996874349,11.5174848938002,332.25516711409887,269.88042609323935,-257.4918391435408,2
140,140,140,140,140,-92.5649783450184,-51.22700858017427,-13.422729949443053,426.17657752818667,-71.18164642250568,47.577405025709936,-124.83051838804909,3
141,141,141,141,141,-87.53553261586802,-42.313898605722386,-71.79676618242523,105.75304829063568,-73.61884000792367,90.5589195376144,-146.94922252053453,3
142,142,142,142,142,-56.84739880615189,-15.979644576327743,227.5472564311164,464.69830002657056,309.5298216406886,78.83187557494786,-242.3395244507111,2
143,143,143,143,143,-87.77788579855385,-17.062611972530867,-261.3027763287516,11.85269798204058,-530.105703675205,84.13320321920189,-320.12450691584144,1
144,144,144,144,144,-38.76465702713536,-11.738790549440658,-248.6263432918553,74.58414478805298,-518.3669150093901,81.26125805744981,-311.4518026204945,1
145,145,145,145,145,-103.29870900787505,-10.977299276188132,-333.136050893257,389.6069066436454,-563.0011631859998,18.20571273170603,-320.70647485911843,1
146,146,146,146,146,-52.10965475148525,-56.37638168166762,-27.028217291033982,299.0936281422208,-69.03314777522064,173.26267123245793,-137.07435193326359,3
147,147,147,147,147,-87.40312093563016,-17.70312733050155,306.51010672487746,265.0828475161209,344.2996074142424,45.31729703261127,-251.1362657801049,2
148,148,148,148,148,-68.49947672710529,40.53120906437352,288.05617024919684,484.5833000500368,-241.03263792076248,125.79277399145904,-290.62844333616886,0
149,149,149,149,149,-79.64112042389857,52.815621050428454,327.2542331662964,365.9678435021274,-211.1397679883733,-4.71464701959178,-283.22041228832495,0
150,150,150,150,150,-55.88063116590015,-21.10481868839495,239.30901365626926,404.01599471707885,305.92294003493544,101.09216772863172,-266.20805148736684,2
151,151,151,151,151,-103.22709189729237,56.178014335041574,277.84708792636184,504.1418554068972,-216.65989667851719,61.11173010550442,-307.9015985872951,0
152,152,152,152,152,-55.537690838069786,53.73018683032235,271.4996484920182,525.1479579142872,-224.4229434836257,118.32229281466199,-291.5744126726221,0
153,153,153,153,153,-75.26061557541898,30.85812348560032,203.59827096459892,109.66408417452688,-533.9737106984371,118.53820499655285,-364.1008902353096,4
154,154,154,154,154,-64.81854061035011,17.26219100009731,218.404952028354,385.3017163886449,-517.0655470823783,151.43593173933746,-342.1425409389592,4
155,155,155,155,155,-100.258980464321,-50.339520050340774,-58.07023984512678,139.45927080421993,-79.33383226075966,100.54552743105677,-139.04343226012608,3
156,156,156,156,156,-76.17592981219269,-49.45003231343266,-96.95902082191408,419.8006672647176,-66.93677693630252,150.7508056600568,-143.57836254261002,3
157,157,157,157,157,-48.72133144771304,-22.45595414827785,212.78064723367282,462.576996365746,362.53515366470094,20.412790004624185,-245.8821307513942,2
158,158,158,158,158,-68.2466315786517,-23.39831820884981,297.3606364344928,371.7448780847192,363.3917624679178,42.64021704593401,-260.407105246608,2
159,159,159,159,159,-36.686375925070585,28.031319169294928,147.1926496251551,93.51269584174987,-554.1257090574852,107.84626959457735,-299.23707656346824,4
160,160,160,160,160,-85.68664222751914,-45.49621242608132,-70.24112446599153,284.5187187710705,-70.7113857594437,98.12459367520944,-126.98037671045822,3
161,161,161,161,161,-83.0350348323417,-22.56146574090949,211.50515833061453,190.06424040538585,329.46475380640595,38.89023209620761,-257.8665435863813,2
162,162,162,162,162,-59.215387659834654,-8.948160884400195,-239.07006840528226,364.52017464519713,-465.6364178542675,219.00500154766502,-333.6898445076831,1
163,163,163,163,163,-91.08449519827377,57.88739269799363,266.8918314824284,146.3550554971986,-237.8508936331551,3.4868351099951567,-305.68216845125636,0
164,164,164,164,164,-79.88809268306873,-55.38927019096346,-72.23733210706267,38.14807518387775,-117.62217949680245,132.46217411609226,-129.08289811106553,3
165,165,165,165,165,-47.9087011592121,-16.666888740055875,207.98442174730442,110.950119043198,283.27499620587554,13.784617164003231,-248.6256119529697,2
166,166,166,166,166,-100.62098359536577,-18.04659668993769,207.2859794491425,340.99206650251324,328.45532579748266,-4.171167939065583,-259.5211098781572,2
167,167,167,167,167,-48.04465778914078,-28.56165936304448,276.33473478394785,297.3325540467698,326.6299546451131,162.64028330754368,-266.87999474772494,2
168,168,168,168,168,-69.17174919769711,-16.577561909139426,-245.82850791583854,277.2839315434071,-506.8604884043312,-73.42589144984484,-306.78656652935473,1
169,169,169,169,169,-37.827065061437565,-15.634708924394332,-215.96375062293615,468.870413792789,-530.3329394795763,75.80901795337367,-327.2081750854467,1
170,170,170,170,170,-95.97519197568093,48.28274450783522,264.71580037819183,383.8479645414157,-203.44115378357085,39.47520003722131,-271.68213616471655,0
171,171,171,171,171,-52.37470873687045,46.46733158357311,322.84926929909943,306.9457123102064,-226.914690938783,180.08709429909268,-292.9221451780145,0
172,172,172,172,172,-62.88876424332099,-20.37000877826021,264.09094121015227,61.860282038146465,329.83077515325266,73.76179331972139,-254.38196069386782,2
173,173,173,173,173,-69.63844851330008,-19.424700374699253,261.7417334978718,514.8087812850634,342.15847983557967,44.48125819955385,-247.1733001456945,2
174,174,174,174,174,-63.58575905759585,-51.052888994509495,-84.58179675026179,348.24175620173065,-98.65588373250604,29.72560421022245,-134.45644744861903,3
175,175,175,175,175,-46.98604167446774,-7.202028380770797,-277.0404029209988,101.05423242763041,-571.1226998093017,246.83788748865,-320.9740294000598,1
176,176,176,176,176,-109.4114532465579,60.54454012841032,257.0577892168242,39.00957680930526,-200.6558453935253,110.43672400523613,-294.7538806262977,0
177,177,177,177,177,-68.82990698327653,-29.08407336832572,242.91612563817168,38.1707294386012,328.7888854435241,105.48917084837379,-249.94975957428125,2
178,178,178,178,178,-84.31451210339822,-2.155288306102769,-217.340854830692,394.6368918753751,-485.4308844790104,13.519943654992087,-325.87004750029763,1
179,179,179,179,179,-55.33180175717384,16.51929673602324,260.51511251831766,228.9325903746304,-450.9449626942482,204.7928351310861,-339.8681273916493,4
180,180,180,180,180,-19.885735081930047,20.169173571672665,201.4827217124873,387.3060107758215,-521.4505463677003,132.5221506011534,-317.3558243629998,4
181,181,181,181,181,-92.24537999087777,35.87262270519272,198.00165117276143,289.1703159267358,-522.0913121408696,51.49376354894619,-340.6269342610281,4
182,182,182,182,182,-53.29388889690482,58.575802992141284,298.04115386237527,467.2354578300877,-263.18180087815483,70.94637345968808,-286.86061192403014,0
183,183,183,183,183,-48.26803106535236,-22.466346381588977,-186.3993356246761,186.77278762141518,-479.14897255862144,278.0139316505954,-314.09161541708045,1
184,184,184,184,184,-86.54824515943163,-73.30293442976253,4.707170869665855,466.2883977097267,1.346968163061803,63.287342795549954,-147.31971494497714,3
185,185,185,185,185,-39.61815517858293,-5.425863025432662,-278.0420810571926,473.04155969271596,-527.1018385344805,211.5948580029866,-332.7295281577365,1
186,186,186,186,186,-59.54782756212894,25.24703577914247,192.6634850714101,75.12663091272347,-503.4203379817587,45.00302986871793,-325.3554637389753,4
187,187,187,187,187,-66.3724757070446,-4.002454408125502,-284.654122416587,528.8022862080892,-529.6430802551658,88.85316798739677,-309.0296123499254,1
188,188,188,188,188,-94.51585614095934,-5.828254987518696,-265.35362813882494,64.27720386852278,-509.5354482260586,44.169179380527325,-328.72179201006344,1
189,189,189,189,189,-26.077597871300913,52.50291549579968,281.5241596798988,343.62121920919714,-227.68393901569542,61.627247416636656,-282.6871065834098,0
190,190,190,190,190,-66.16013080226993,66.25229125947399,239.2915389942157,209.52064880856327,-278.8360195188515,126.32467981426264,-296.2596061189401,0
191,191,191,191,191,-25.518617998987192,1.5442500241791066,-214.4337892803677,80.20264600600366,-474.0116188144864,81.47728307040623,-322.0467076693945,1
192,192,192,192,192,-100.07446630321637,-22.934230050461675,282.35033661244074,137.18502013470666,340.40789716001325,61.958732527840546,-275.08644716570416,2
